TAZ;polygon_coords;centroid_coords;polygon_edge_ids;polygon_lane_ids;centroid_edge_id;centroid_lane_id
180;[(-122.44633903704485, 37.75591117473936), (-122.44612517135056, 37.75580345618703), (-122.44592865758021, 37.75583004784274), (-122.44546389099168, 37.75598399128847), (-122.4452684732155, 37.75592060968097), (-122.44522214099578, 37.755736642107756), (-122.44534707580378, 37.75561920596781), (-122.44578178697478, 37.75550626994931), (-122.44615262231734, 37.7554644431972), (-122.44655951585403, 37.75534646452867), (-122.44680869258897, 37.755349221802625), (-122.44700476552497, 37.755438003098774), (-122.44753032277293, 37.75582144737556), (-122.44768378504943, 37.75586835327072), (-122.44785205058714, 37.75582024562273), (-122.44796238239745, 37.7556735268853), (-122.44794308914153, 37.755531690404844), (-122.44769807174455, 37.75482977458524), (-122.44737584761013, 37.75421772102211), (-122.44721036987225, 37.75404258905701), (-122.44686917086284, 37.75376255115592), (-122.44673446968638, 37.7535731704694), (-122.44671578678127, 37.75338806319517), (-122.44677789613556, 37.753249690635876), (-122.44702631209621, 37.75302583545971), (-122.44722577239034, 37.75284810549534), (-122.44735737187452, 37.75272094096692), (-122.44753619524099, 37.75248175263191), (-122.44739722363893, 37.752261548366164), (-122.44727615663027, 37.752130317440745), (-122.44709449998837, 37.75193142377662), (-122.44702813625965, 37.75177525825014), (-122.44703374003583, 37.751659107846116), (-122.44709024080375, 37.75150502921166), (-122.44763332769998, 37.75090820564441), (-122.44776968747733, 37.75083110432203), (-122.44792796391775, 37.750798268259885), (-122.44872983839427, 37.750901752097825), (-122.44883689650571, 37.75082856718852), (-122.44918476325253, 37.75063739075938), (-122.44930521259549, 37.7505475019653), (-122.44942273575143, 37.75041164406072), (-122.44949822214387, 37.7502558757801), (-122.44968232630146, 37.749822932969444), (-122.44971641626658, 37.74954011693676), (-122.44963957030298, 37.74931407850666), (-122.44954268554636, 37.749181775954966), (-122.449400582693, 37.74910583767128), (-122.44924490737108, 37.74910566309497), (-122.4490514742772, 37.749183026749044), (-122.44888431103668, 37.749338936648805), (-122.44826433114892, 37.75016846266288), (-122.44813328123563, 37.750250293856745), (-122.44795736776754, 37.75027036580508), (-122.44706114583406, 37.74999880830107), (-122.44692355029113, 37.749962629595004), (-122.44580251246032, 37.749296467002694), (-122.44565823986838, 37.74913746475891), (-122.44563516045635, 37.74898264291907), (-122.44569580800822, 37.74885459267762), (-122.44590091524526, 37.74876056123117), (-122.44614581720957, 37.74873317017405), (-122.44632179580157, 37.74878176462098), (-122.4465127317013, 37.748873380803595), (-122.4471493721195, 37.74933877002984), (-122.44734784493696, 37.749453615706564), (-122.44755868479274, 37.7495126222396), (-122.44769634850054, 37.749484934242155), (-122.44779464311836, 37.749407769723106), (-122.44827126658524, 37.74858610737162), (-122.44864994346052, 37.7479871963628), (-122.448737127094, 37.747816128506216), (-122.44904806125479, 37.74707480772626), (-122.44914621094134, 37.74686028932026), (-122.4493101966796, 37.746715422531366), (-122.44944712357602, 37.746660280859416), (-122.44965810985688, 37.74679070425573), (-122.4498290377202, 37.74684487777175), (-122.44912140321948, 37.7484862114965), (-122.4503760029196, 37.74883629156828), (-122.45037923579591, 37.74915694385081), (-122.45036059571353, 37.74936945537345), (-122.45027883575666, 37.74981306251779), (-122.45012067317856, 37.75037743320678), (-122.45003980480335, 37.750789438181044), (-122.45001947612938, 37.75113519943819), (-122.4498180277809, 37.751170811999806), (-122.44965776683492, 37.75125999279135), (-122.44953683555633, 37.75139796638514), (-122.4494207914297, 37.75191974403316), (-122.44932250284782, 37.75239316176487), (-122.44925979352008, 37.75264004671825), (-122.44922315937487, 37.752826077177204), (-122.44920318217822, 37.75298778481545), (-122.44919511055566, 37.753141745827755), (-122.44921249327378, 37.7533426796895), (-122.44925073127945, 37.75354737554673), (-122.44933777637998, 37.753766379162904), (-122.44956726483753, 37.75413960470582), (-122.44971427277679, 37.754072614598414), (-122.45001167563034, 37.753935839346845), (-122.45070908052642, 37.75361664130857), (-122.45079777096072, 37.753766259613506), (-122.45094085565523, 37.75387925806109), (-122.45111002589731, 37.75393139992644), (-122.45135991908819, 37.75396159932873), (-122.4515952560508, 37.753898643381035), (-122.45257017008487, 37.753541868696324), (-122.45297770845463, 37.753383354177686), (-122.45326180369779, 37.7533326274099), (-122.45362608137391, 37.75337123239124), (-122.45553779987951, 37.753774231912736), (-122.45539946724404, 37.753973615514944), (-122.45528940409025, 37.75412996129035), (-122.45523602348008, 37.75420501120954), (-122.45522457867209, 37.75422992333731), (-122.45517549801939, 37.7543371809879), (-122.45512568302753, 37.754876414025674), (-122.4550524361934, 37.75511661216086), (-122.45482155137086, 37.75554621550184), (-122.45452459414128, 37.75596318155939), (-122.45425098940113, 37.75634679840385), (-122.45417215323337, 37.756506741745746), (-122.45409510342257, 37.75693173346539), (-122.45409213996032, 37.75695032942352), (-122.45407164566538, 37.75702620885343), (-122.45405127943603, 37.757106893305966), (-122.45402725082532, 37.75718009041909), (-122.45394021151098, 37.757290724824166), (-122.45386629332816, 37.757374356174225), (-122.4538293098071, 37.75741548865618), (-122.45377014686724, 37.757467970543914), (-122.45365346806311, 37.757570173706384), (-122.4535889670825, 37.75761725284249), (-122.45331748881952, 37.75781953254011), (-122.45287611054442, 37.75807338681298), (-122.45283522410682, 37.75809741110872), (-122.45229847435338, 37.7582772949817), (-122.45204764812203, 37.75834394888531), (-122.45140808250184, 37.758561243668716), (-122.45136693390386, 37.758575657487256), (-122.45092798752047, 37.75872507823557), (-122.44853519304796, 37.759045538083456), (-122.44847397436662, 37.758953846405376), (-122.44848395566228, 37.758608940537925), (-122.44829573203349, 37.75802832712646), (-122.44818207474286, 37.757850282358746), (-122.44803471485315, 37.757706439087045), (-122.4479157474728, 37.75758959689578), (-122.44781797983741, 37.757489578097676), (-122.44770693800005, 37.7573451413418), (-122.44754716780152, 37.757189830544874), (-122.44730627522624, 37.7570413579314), (-122.44716812051452, 37.75691864921667), (-122.44711853897532, 37.75687483386859), (-122.4470323647819, 37.75675539128948), (-122.44695089454466, 37.75655071713793), (-122.44677648684846, 37.7562988185539), (-122.44633903704485, 37.75591117473936)];(-122.4502148038518, 37.75455876573734);['8917289', '-254982302#2', '8919832#1', '215848110#0', '8917100#0', '-254982302#1', '254982304#3', '397159529', '-162931668', '254982295', '254982302#1', '417388026', '-8917611', '437754773', '-70051608', '1208185047', '60501621', '-8917100#1', '-8917100#0', '8917100#1', '970239615', '917310150', '105113363', '397159527', '970235555', '254982290', '254982302#0', '970235557', '505782673', '60430757#0', '-917310152', '162931668', '70051608', '8915002', '60501618', '930532760'];['505782673_1', '1208185047_0', '-8917100#0_0', '-254982302#1_0', '105113363_1', '970239615_0', '60501618_0', '437754773_0', '505782673_0', '60501621_0', '8915002_0', '397159527_1', '254982290_1', '215848110#0_0', '417388026_1', '970239615_2', '417388026_0', '-70051608_0', '8917100#1_0', '970239615_1', '437754773_1', '254982295_0', '-8917100#1_0', '970235555_0', '397159529_0', '105113363_0', '970235557_0', '397159529_1', '162931668_0', '930532760_1', '254982290_0', '-162931668_0', '8919832#1_0', '917310150_0', '60430757#0_0', '-8917611_0', '254982302#0_0', '254982302#1_0', '930532760_0', '-254982302#2_0', '254982304#3_0', '70051608_0', '8917289_0', '-917310152_0', '397159527_0', '8917100#0_0'];;
181;[(-122.43233157892752, 37.756226824714076), (-122.43454583322041, 37.75609298194952), (-122.43462186816282, 37.756886974500134), (-122.43469804747117, 37.75768644797859), (-122.43485397905849, 37.759289478258026), (-122.43374506816292, 37.75935642864867), (-122.43263789786843, 37.75942334827468), (-122.4304200789761, 37.75955721347036), (-122.43039641267713, 37.759312436497694), (-122.43034389007161, 37.75875567047697), (-122.43026772061093, 37.75795481238942), (-122.43056307983264, 37.75793692701644), (-122.43197940875491, 37.75785122689157), (-122.43228627196707, 37.757677262970994), (-122.43235725301635, 37.75761291675294), (-122.43238976683675, 37.75753272071103), (-122.4323795689072, 37.75740653151157), (-122.43243161958628, 37.7572793216748), (-122.43240757242562, 37.75702012976389), (-122.43233157892752, 37.756226824714076)];(-122.43287288648655, 37.7580665214821);['-23871010#3', '-133452336#3', '677773330', '-32112476#1', '-1083027190#1', '919204680#0', '-32112476#0', '45570805', '514564059', '-8920905#1', '147010716#2', '-23871010#0', '-45570805', '8917180'];['-1083027190#1_0', '147010716#2_0', '-23871010#0_0', '8917180_0', '-23871010#3_0', '514564059_0', '677773330_0', '-32112476#0_0', '-133452336#3_0', '45570805_0', '-8920905#1_0', '-45570805_0', '-32112476#1_0', '919204680#0_0'];8920905#0;8920905#0_0
182;[(-122.50780428760065, 37.75659897033038), (-122.50890324360441, 37.75655140530012), (-122.5091110570195, 37.758414429064516), (-122.50793606502825, 37.75846604923706), (-122.50686817640556, 37.75851239228581), (-122.50579685192064, 37.75855947607278), (-122.5047255279293, 37.75860654185082), (-122.50365248156344, 37.75865363539278), (-122.50258113643397, 37.758699998273016), (-122.50245126179483, 37.75683425909233), (-122.50352429360126, 37.75678718480051), (-122.50459386204187, 37.75674015083621), (-122.50566515898356, 37.75669307800334), (-122.50673645479426, 37.75664600394315), (-122.50780428760065, 37.75659897033038)];(-122.50576207932212, 37.75762683810289);['-237300267#13', '-286265327#17', '-237300280', '-286265327#16', '-237300267#12', '-237300267#14', '-237300267#8', '-286265327#10', '-286265327#12', '-286265327#14', '-237300267#10', '-286265327#15', '-286265327#13', '-237300267#11'];['-237300267#14_0', '-237300267#11_0', '-286265327#16_0', '-237300267#13_0', '-237300267#10_0', '-237300267#12_0', '-286265327#13_0', '-286265327#10_0', '-286265327#15_0', '-237300267#8_0', '-286265327#14_0', '-237300280_0', '-286265327#17_0', '-286265327#12_0'];437533749#1;437533749#1_0
183;[(-122.42497712696353, 37.75666993805819), (-122.42561273468746, 37.756631400980226), (-122.42564596618544, 37.75697903035761), (-122.42568877965071, 37.75742951404926), (-122.42576654229036, 37.75822691685679), (-122.42584268648869, 37.75902914458375), (-122.42589951996754, 37.75961949474827), (-122.42592052348886, 37.75982928706717), (-122.4248634283809, 37.75989325607285), (-122.423640516185, 37.75996747193823), (-122.42287878859781, 37.76001355627133), (-122.42225694247095, 37.76005047798621), (-122.42142439688338, 37.760101139603776), (-122.42135537783449, 37.759372266591775), (-122.42127223109789, 37.75849872843171), (-122.42119452920507, 37.75770132248889), (-122.4211167649433, 37.75690186822272), (-122.42333107753909, 37.75676891791491), (-122.42391315445234, 37.756734013275526), (-122.42444340974072, 37.75670200087712), (-122.42497712696353, 37.75666993805819)];(-122.42351874575974, 37.75836603549854);['-1178379352#0', '-1178379352#4', '1175223874', '8922715', '-515521787#1', '191010941#6', '8920625#0', '-1178379352#2', '1178379352#5', '1175223878#0', '-895163715', '191010941#11', '-110330888#1', '286669689#0', '8919330#0', '-110330888#2', '-110330885#0', '-286674807#1', '-286674338#1'];['-110330888#2_0', '8922715_0', '8919330#0_0', '1178379352#5_0', '286669689#0_1', '-286674807#1_0', '1175223878#0_0', '1175223874_0', '191010941#11_1', '286669689#0_0', '-895163715_0', '-110330885#0_0', '8920625#0_0', '-515521787#1_0', '191010941#11_0', '191010941#6_0', '-1178379352#0_0', '-286674338#1_0', '-1178379352#4_0', '-110330888#1_0', '-1178379352#2_0', '191010941#6_1'];-515521787#1;-515521787#1_0
184;[(-122.50137479656033, 37.75688207413435), (-122.50245126179374, 37.75683425909095), (-122.50258113643432, 37.7586999982723), (-122.50150461512114, 37.75874713125635), (-122.5004367472277, 37.75879409927207), (-122.49936539829801, 37.75884044143326), (-122.49829233420368, 37.75888747784741), (-122.49722273085699, 37.75893445434143), (-122.49615312789251, 37.75898142137451), (-122.4956174458226, 37.75900422391647), (-122.49548607112521, 37.757140571512494), (-122.49602171166191, 37.75711638748641), (-122.49709128981748, 37.757069430114804), (-122.49816259625503, 37.75702242547), (-122.49923390133705, 37.75697541109093), (-122.50030522576229, 37.75692907858537), (-122.50137479656033, 37.75688207413435)];(-122.49903414990172, 37.75791975895143);['286265334#0', '-286265327#7', '-237300267#0', '-286265327#4', '-286265327#3', '-286265327#1', '-237300267#2', '-286265327#2', '-237300267#1', '-286265327#10', '-237300267#8', '-237300267#5', '-237300267#3', '-286265326#2', '-286265327#5', '286265336#0'];['286265336#0_1', '286265334#0_1', '286265334#0_2', '-237300267#8_0', '286265336#0_0', '-237300267#5_0', '-286265327#1_0', '-237300267#3_0', '-237300267#1_0', '-286265327#5_0', '-237300267#2_0', '286265334#0_0', '-286265327#2_0', '-286265327#10_0', '286265336#0_2', '-237300267#0_0', '-286265327#4_0', '-286265327#3_0', '-286265327#7_0', '-286265326#2_0'];-437538014#1;-437538014#1_0
185;[(-122.42033778705182, 37.756948899892976), (-122.42111676494379, 37.756901868222), (-122.42119452920433, 37.75770132248809), (-122.42127223109917, 37.75849872843096), (-122.42135537783636, 37.75937226659175), (-122.42142439688351, 37.76010113960322), (-122.42065920434102, 37.7601472575184), (-122.41997519165196, 37.76018862181922), (-122.41920655349388, 37.76023547697983), (-122.41811835909219, 37.76030126022127), (-122.41796451660214, 37.7586981884687), (-122.41905269841817, 37.75863240782962), (-122.41984206980425, 37.758585215663835), (-122.41968835488386, 37.75698831732333), (-122.42001133915838, 37.756968633012974), (-122.42033778705182, 37.756948899892976)];(-122.41993106550433, 37.75890120310369);['-286674807#1', '8920908#0', '-514456306#1', '1175223874', '-762952780#1', '-286674338#0', '-286674338#1', '1175223878#0', '1151616881#0', '8917522#0', '-514456306#0', '-895163715', '8916526#2', '-762952780#3', '-514449210'];['8920908#0_0', '1175223878#0_0', '-286674338#0_0', '-762952780#3_0', '1175223874_0', '-514456306#1_0', '8916526#2_0', '-514456306#0_0', '1151616881#0_0', '-514449210_0', '-762952780#1_0', '8917522#0_0', '-895163715_0', '-286674338#1_0', '-286674807#1_0'];8917522#1;8917522#1_0
186;[(-122.41142521243576, 37.757485215290146), (-122.41234756034822, 37.757429733993035), (-122.41250115528317, 37.75902800694828), (-122.41261082345959, 37.760062503408754), (-122.41264349877908, 37.76032361691185), (-122.41192673109347, 37.76036958275222), (-122.41170563685459, 37.76038278327909), (-122.41096114116397, 37.76042713525211), (-122.40999730799943, 37.76048533505488), (-122.4090334454284, 37.760542845368214), (-122.40806440653203, 37.76060111336056), (-122.4079394386659, 37.759305217938504), (-122.40789744803537, 37.75921936898579), (-122.4077547472867, 37.75770469466534), (-122.40865120195846, 37.75765103689011), (-122.40958910278455, 37.757594641665136), (-122.41052703013837, 37.757538922232264), (-122.41142521243576, 37.757485215290146)];(-122.41019824812965, 37.759013849520876);['996695179#4', '-24444959#4', '-8916683#6', '-254759931#3', '-8916683#3', '-24444959#8', '-8916683#1', '-8916683#2', '-24444959#5', '-24444959#3', '-8916683#5', '-8916683#4', '-24444959#2', '-27028861#7', '-24444959#6'];['-8916683#4_0', '-24444959#6_0', '-24444959#2_0', '-24444959#3_0', '-8916683#1_0', '-254759931#3_0', '-8916683#6_0', '-24444959#4_0', '-8916683#2_0', '-8916683#5_0', '-24444959#8_0', '996695179#4_0', '-8916683#3_0', '-24444959#5_0', '-27028861#7_0'];996695179#6;996695179#6_0
187;[(-122.49173650112759, 37.75730563502106), (-122.49280608449541, 37.7572587082971), (-122.49293741104358, 37.759123053915445), (-122.49186780245745, 37.7591699746485), (-122.49079474759101, 37.75921764159287), (-122.48972167263898, 37.75926460025787), (-122.48864861691197, 37.759312240491724), (-122.48757900136505, 37.75935912974814), (-122.48651113433648, 37.75940666160212), (-122.48638169874907, 37.757542279758354), (-122.48744954975105, 37.75749474750866), (-122.48851740659723, 37.75744788863395), (-122.48959215673936, 37.75740022189491), (-122.49066347499131, 37.757353293886396), (-122.49173650112759, 37.75730563502106)];(-122.48965908555996, 37.758332532949204);['-544456547#7', '-89802405#13', '-89802405#14', '-89802405#10', '-89802405#11', '-544456547#11', '-89802405#15', '-544456547#9', '-544456547#8', '-544456547#6', '-544456547#10', '-1192558966#0', '-89802405#12', '-89802405#9'];['-89802405#12_0', '-544456547#11_0', '-544456547#6_0', '-89802405#10_0', '-544456547#10_0', '-1192558966#0_0', '-544456547#8_0', '-89802405#15_0', '-89802405#14_0', '-89802405#11_0', '-89802405#13_0', '-544456547#7_0', '-89802405#9_0', '-544456547#9_0'];-437556516#1;-437556516#1_0
188;[(-122.41562587524969, 37.757232283000775), (-122.4167192204092, 37.75716643937096), (-122.41678999253074, 37.75789802724278), (-122.41687288027094, 37.75876401521626), (-122.4169228722871, 37.75929336357487), (-122.41702496925389, 37.76036712503057), (-122.41592812424358, 37.760433027315024), (-122.41484164533281, 37.76049875094995), (-122.41376379886067, 37.760563642312924), (-122.41268077628682, 37.76062929836253), (-122.4126434987784, 37.76032361691288), (-122.41261082345865, 37.76006250340978), (-122.4125011552838, 37.75902800694922), (-122.41234756034835, 37.757429733992964), (-122.41344608527129, 37.75736314509965), (-122.41454117276761, 37.757297975785086), (-122.41562587524969, 37.757232283000775)];(-122.41468920167709, 37.758896880379694);['996695179#4', '-1122268848', '-970790448#2', '-1122268852', '-1122268854#1', '-8916683#6', '-24444959#8', '-970578569#2', '-8916683#7', '-25821953#0', '-27028861#5', '-27028861#7', '-762951374#0', '-970790448#0', '-970790448#4'];['-1122268848_0', '-762951374#0_0', '-970790448#4_0', '-27028861#5_0', '-1122268854#1_0', '-8916683#6_0', '-24444959#8_0', '-1122268852_0', '-1122268852_1', '996695179#4_0', '-8916683#7_0', '-970790448#0_0', '-970578569#2_0', '-25821953#0_0', '-1122268848_1', '-27028861#7_0', '-970790448#2_0'];996695179#2;996695179#2_0
189;[(-122.40324518029811, 37.755760680432225), (-122.40312755149868, 37.754477710473715), (-122.40352308013077, 37.754454158590725), (-122.40448512065045, 37.75439603835431), (-122.40503262998716, 37.75436246029561), (-122.40545406371822, 37.75433710915952), (-122.40645237120708, 37.754277012157914), (-122.40648050015983, 37.75456429705141), (-122.40744773135101, 37.754506068375285), (-122.40760132071452, 37.756108471574315), (-122.40775474728865, 37.75770469466303), (-122.4078974480381, 37.759219368983985), (-122.40793943866402, 37.75930521793909), (-122.4080644065312, 37.76060111335962), (-122.40706601533685, 37.76066122257778), (-122.40688214351842, 37.76070951670166), (-122.40647960633817, 37.76073114210495), (-122.4064922981578, 37.76068629422293), (-122.40649161004248, 37.76025504600602), (-122.40639007596971, 37.75980413322798), (-122.4062616673954, 37.75945185531963), (-122.40624726002365, 37.759429425464816), (-122.4061046015249, 37.759196185248555), (-122.40590239760452, 37.75893438008712), (-122.40554448265277, 37.75853705339375), (-122.40504771984742, 37.758189363666254), (-122.40483442499001, 37.75803417677192), (-122.40483092562394, 37.758031597664036), (-122.40472157013967, 37.75795083916596), (-122.40444130543185, 37.757747982986956), (-122.40416930848662, 37.75752987081512), (-122.40377523480568, 37.75713862353154), (-122.40368903528204, 37.757015034561), (-122.40354349935878, 37.756803810403675), (-122.40339485313271, 37.756471087782124), (-122.40330572441086, 37.75616555777804), (-122.40324518029811, 37.755760680432225)];(-122.40589448457207, 37.75691927909033);['-8920704#1', '24547827#0', '-254759931#3', '-1031915407', '-8916683#1', '26943964', '1034015967', '397125838#0', '-24547841', '-283535239#1', '-24444959#2', '397125839#0', '224384022', '-389359770'];['-24444959#2_0', '397125838#0_0', '-1031915407_0', '397125839#0_0', '397125838#0_2', '-8916683#1_0', '-389359770_0', '26943964_2', '26943964_3', '224384022_0', '26943964_1', '397125838#0_1', '-24547841_0', '26943964_0', '-283535239#1_0', '397125839#0_1', '-8920704#1_0', '-254759931#3_0', '1034015967_1', '24547827#0_0', '1034015967_0'];24444482#0;24444482#0_0
190;[(-122.43485397905859, 37.759289478258985), (-122.43469804747092, 37.75768644797806), (-122.4358087411835, 37.75762289229101), (-122.43688649888789, 37.75755642547364), (-122.43703895261415, 37.759157443482046), (-122.43811157376948, 37.7590924259141), (-122.43916690691441, 37.759027681625284), (-122.43925646182626, 37.75980771123086), (-122.43933667412962, 37.76062703796532), (-122.43826576185356, 37.760692038212454), (-122.43719140424209, 37.76075777013941), (-122.43611361109261, 37.76082423952976), (-122.43500117373436, 37.76088920843196), (-122.43485397905859, 37.759289478258985)];(-122.43668098707347, 37.759443656993206);['-23871010#3', '-919204679#3', '254759974#0', '-254971073#0', '-919204678#1', '-133735882#2', '-27028705#2', '-919204679#1', '-919204678#2', '-8920905#1', '-919204678#0', '-254971073#1', '254759974#2'];['-27028705#2_0', '-254971073#1_0', '-23871010#3_0', '-919204678#0_0', '-133735882#2_0', '-919204679#1_0', '-919204679#3_0', '254759974#0_0', '-8920905#1_0', '254759974#2_0', '-919204678#1_0', '-254971073#0_0', '-919204678#2_0'];254759974#0;254759974#0_0
191;[(-122.41702496925437, 37.76036712503002), (-122.41692287228668, 37.759293363574464), (-122.41687288027082, 37.758764015215355), (-122.4179645166016, 37.75869818846969), (-122.41811835909323, 37.760301260220395), (-122.41920655349257, 37.760235476979815), (-122.41997519165187, 37.760188621819545), (-122.42065920434183, 37.76014725751898), (-122.42142439688409, 37.76010113960408), (-122.42157822608792, 37.76170077482678), (-122.42081303501496, 37.76174758401259), (-122.42012900957525, 37.761788942295915), (-122.4193586228796, 37.7618358263782), (-122.41827213535605, 37.76190158998838), (-122.41717872188238, 37.761967447691866), (-122.41702496925437, 37.76036712503002)];(-122.41894166479774, 37.76073520957846);['-286674807#1', '-1122268848', '-1122268854#1', '-1122268852', '-255168049#2', '-762952780#1', '254750820#2', '1151616881#0', '-514442927', '-254750820#1', '8916526#0', '-254759973#3', '8916526#2', '-762952780#3', '-514449210'];['-1122268848_0', '-762952780#3_0', '-1122268854#1_0', '8916526#0_0', '-254759973#3_0', '-254750820#1_0', '-255168049#2_0', '-1122268852_0', '-1122268852_1', '8916526#2_0', '-514449210_0', '254750820#2_0', '-762952780#1_0', '1151616881#0_0', '-514442927_0', '-1122268848_1', '-286674807#1_0'];-286674602#1;-286674602#1_0
